id,name,platform,year_of_Release,genre,publisher,na_Sales,eu_Sales,jp_Sales,other_Sales,global_Sales,critic_Score,user_Score,developer,rating
12288,Batman: Gotham City Racer,PS,2001,Racing,Ubisoft,0.03,0.02,0.0,0.0,0.05,,,,
12289,Sengoku Basara X,PS2,2008,Fighting,Capcom,0.0,0.0,0.05,0.0,0.05,,,,
12290,Air Traffic Chaos,DS,2007,Simulation,Ertain,0.05,0.0,0.0,0.0,0.05,66.0,,Sonic Powered,E
12291,Jewel Legends: Tree of Life,DS,2011,Puzzle,Rising Star Games,0.0,0.04,0.0,0.01,0.05,,,Rising Star Games,E
12292,Imagine: Party Planner,DS,2009,Simulation,Ubisoft,0.05,0.0,0.0,0.0,0.05,,,Ubisoft Porto Alegre,E
12293,Walt Disney Pictures Presents Enchanted,DS,2007,Platform,Disney Interactive Studios,0.04,0.01,0.0,0.0,0.05,,,,
12294,Doraemon: Nobita no Kyouryuu 2006 DS,DS,2006,Role-Playing,Sega,0.0,0.0,0.05,0.0,0.05,,,,
12295,Ontamarama,DS,2007,Action,Atlus,0.05,0.0,0.0,0.0,0.05,71.0,,Noise Factory,E
12296,DokiDoki Majo Shinpan!,DS,2007,Adventure,SNK Playmore,0.0,0.0,0.05,0.0,0.05,,,,
12297,PAC-MAN and the Ghostly Adventures,WiiU,2013,Platform,Namco Bandai Games,0.03,0.01,0.0,0.0,0.05,58.0,6.5,Namco Bandai Games Monkey Bar Games,E10+
12298,Starry ? Sky: In Spring,PSP,2010,Misc,Asgard,0.0,0.0,0.05,0.0,0.05,,,,
12299,To Heart 2: Dungeon Travelers,PSV,2015,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05,,,,
12300,FIFA Soccer 2004,GBA,2003,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,82.0,7.9,Exient Entertainment,E
12301,Armored Core: Formula Front Extreme Battle,PSP,2004,Simulation,505 Games,0.05,0.0,0.0,0.0,0.05,,,,
12302,Downforce,PS2,2002,Racing,Avalon Interactive,0.03,0.02,0.0,0.01,0.05,69.0,,SmartDog,E
12303,Corpse Party: Back to School Edition,3DS,2016,Adventure,Xseed Games,0.05,0.0,0.0,0.01,0.05,,,,
12304,Little Busters! Converted Edition,PS2,2009,Adventure,Prototype,0.0,0.0,0.05,0.0,0.05,,,,
12305,Pet Pals: New Leash on Life,DS,2010,Simulation,Destineer,0.05,0.0,0.0,0.0,0.05,,,Legacy Interactive,E
12306,Lego Star Wars: The Force Awakens,PSV,2016,Action,Warner Bros. Interactive Entertainment,0.01,0.03,0.0,0.01,0.05,,7.1,TT Games,E10+
12307,Disney's Party,GC,2002,Misc,Electronic Arts,0.04,0.01,0.0,0.0,0.05,39.0,7.8,Neverland,E
12308,Nanostray 2,DS,2008,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.05,75.0,7.8,Shin'en,E
12309,Tennis no Oji-Sama: 2005 Crystal Drive,DS,2004,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,,,
12310,Dokapon Journey,DS,2008,Role-Playing,Sting,0.05,0.0,0.0,0.0,0.05,60.0,7.0,Suzak,E10+
12311,Hysteria Hospital: Emergency Ward,Wii,2009,Action,Oxygen Interactive,0.05,0.0,0.0,0.0,0.05,53.0,,Gameinvest,E
12312,Summon Night X: Tears Crown,DS,2009,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,
12313,Back to the Future: The Game,Wii,2011,Adventure,Telltale Games,0.05,0.0,0.0,0.0,0.05,66.0,4.1,Iron Galaxy Studios,T
12314,Taiho Shichauzo!,PS,2001,Adventure,Pioneer LDC,0.0,0.0,0.05,0.0,0.05,,,,
12315,Phantom Crash,XB,2002,Simulation,Phantagram,0.03,0.01,0.01,0.0,0.05,74.0,8.3,Genki,T
12316,Metal Slug Anthology,PSP,2007,Shooter,Ignition Entertainment,0.02,0.0,0.02,0.01,0.05,78.0,7.4,Terminal Reality,T
12317,The Bureau: XCOM Declassified,PC,2013,Shooter,Take-Two Interactive,0.0,0.05,0.0,0.0,0.05,66.0,6.5,2K Marin,M
12318,Yanya Caballista: City Skater,PS2,2001,Sports,Tecmo Koei,0.02,0.02,0.0,0.01,0.05,58.0,6.3,Cave,E
12319,Pawly Pets: My Vet Practice,DS,2007,Strategy,Ubisoft,0.0,0.05,0.0,0.0,0.05,,,,
12320,Men of War: Assault Squad,PC,2011,Strategy,1C Company,0.01,0.03,0.0,0.01,0.05,77.0,8.2,THQ 1C 1C Company,T
12321,Expendable,PS,1999,Action,Infogrames,0.03,0.02,0.0,0.0,0.05,,,,
12322,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,DS,2005,Adventure,Activision,0.05,0.0,0.0,0.0,0.05,,,,
12323,The Idolmaster: Gravure For You! Vol. 2,PS3,2011,Misc,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,
12324,Arthur! Ready to Race,PS,2000,Racing,The Learning Company,0.03,0.02,0.0,0.0,0.05,,,,
12325,Thunder Force V: Perfect System,PS,1998,Shooter,TechnoSoft,0.03,0.02,0.0,0.0,0.05,,,,
12326,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4,2016,Misc,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,,,,
12327,The Typing of the Dead,DC,2000,Shooter,Sega,0.0,0.0,0.05,0.0,0.05,83.0,7.5,Smilebit,M
12328,Sam & Max: Beyond Time and Space,Wii,2010,Adventure,Atari,0.05,0.0,0.0,0.0,0.05,,,,
12329,The Idolm@ster: Dearly Stars,DS,2009,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,
12330,Over the Hedge: Hammy Goes Nuts!,PSP,2006,Platform,Activision,0.05,0.0,0.0,0.0,0.05,58.0,,Amaze Entertainment,E
12331,Steins;Gate 0,PSV,2015,Adventure,PQube,0.0,0.0,0.05,0.0,0.05,,,,
12332,Bakemonogatari Portable,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,
12333,Jenga World Tour,Wii,2007,Misc,Atari,0.05,0.0,0.0,0.0,0.05,,,,
12334,Prism: Light the Way,DS,2007,Puzzle,Eidos Interactive,0.05,0.0,0.0,0.0,0.05,,,,
12335,Tenchu: Dark Secret,DS,2006,Action,From Software,0.03,0.0,0.01,0.0,0.05,,,,
12336,Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,DS,2006,Misc,Nintendo,0.0,0.0,0.05,0.0,0.05,,,,
12337,Shrek Super Party,GC,2003,Misc,TDK Mediactive,0.04,0.01,0.0,0.0,0.05,,,,
12338,Monster 4x4: Masters of Metal,GC,2003,Racing,Ubisoft,0.04,0.01,0.0,0.0,0.05,,,,
12339,Bakusou Kyoudai Let's & Go!! Eternal Wings,PS,1998,Racing,Jaleco,0.0,0.0,0.05,0.0,0.05,,,,
12340,Imagine: Artist,DS,2009,Misc,Ubisoft,0.05,0.0,0.0,0.0,0.05,,,,
12341,Jewel Link Chronicles: Mountains of Madness,DS,N/A,Puzzle,Avanquest,0.0,0.04,0.0,0.01,0.05,,,,
12342,Top Spin 2,DS,2006,Sports,Take-Two Interactive,0.05,0.0,0.0,0.0,0.05,,,,
12343,Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,DS,2007,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,
12344,NHL Blades of Steel '99,N64,1999,Sports,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05,,,,
12345,Second Sight,GC,2004,Adventure,Codemasters,0.04,0.01,0.0,0.0,0.05,77.0,8.5,Free Radical Design,T
12346,Philosoma,PS,1995,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.0,0.05,,,,
12347,Super Heroine Chronicle,PSV,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,
12348,Puyo Pop,GBA,2001,Puzzle,Sega,0.04,0.01,0.0,0.0,0.05,84.0,,Sonic Team,E
12349,Marriage Royale: Prism Story,PSP,2010,Adventure,ASCII Media Works,0.0,0.0,0.05,0.0,0.05,,,,
12350,Kamiwaza,PS2,2006,Action,Acquire,0.0,0.0,0.05,0.0,0.05,,,,
12351,Rave Master,GC,2002,Fighting,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,60.0,6.3,Konami,T
12352,Arcana Heart 3,X360,2011,Fighting,PQube,0.0,0.02,0.02,0.0,0.05,68.0,,Examu,T
12353,Kinnikuman Muscle Grand Prix Max,PS2,2006,Fighting,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,,,
12354,Suzuki Super-Bikes II: Riding Challenge,DS,2008,Racing,Valcon Games,0.05,0.0,0.0,0.0,0.05,,,Kuju Entertainment,E
12355,Jim Henson's Muppets in Spy Muppets: License to Croak,GBA,2003,Action,TDK Mediactive,0.04,0.01,0.0,0.0,0.05,,,,
12356,Medal of Honor: European Assault (weekly JP sales),PS2,2005,Shooter,Electronic Arts,0.0,0.0,0.05,0.0,0.05,,,,
12357,Hail to the Chimp,PS3,2008,Misc,Gamecock,0.05,0.0,0.0,0.0,0.05,51.0,4.5,Wideload Games Inc.,T
12358,Bejeweled Twist,PC,2008,Puzzle,PopCap Games,0.01,0.04,0.0,0.01,0.05,78.0,7.3,PopCap,E
12359,GRID,DS,N/A,Racing,Codemasters,0.04,0.0,0.0,0.0,0.05,79.0,8.1,Firebrand Games,E
12360,Ivy the Kiwi?,DS,2010,Puzzle,Rising Star Games,0.04,0.0,0.0,0.0,0.05,69.0,6.3,Prope,E
12361,Alias,XB,2004,Action,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05,64.0,6.0,Acclaim Studios Cheltenham,T
12362,Super Robot Taisen Neo,Wii,2009,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,
12363,Steins;Gate 0,PS4,2015,Adventure,PQube,0.0,0.0,0.05,0.0,0.05,81.0,8.0,5pb,M
12364,ESPN International Winter Sports 2002,GC,2002,Sports,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05,62.0,,KCEO,E
12365,Chameleon Twist 2,N64,1998,Platform,Infogrames,0.04,0.01,0.0,0.0,0.05,,,,
12366,OutRun 2006: Coast 2 Coast,PS2,2006,Racing,Sega,0.02,0.01,0.01,0.0,0.05,81.0,8.8,Sumo Digital,E
12367,Blues Brothers 2000,N64,2000,Platform,Virgin Interactive,0.04,0.01,0.0,0.0,0.05,32.0,3.6,Player 1,E
12368,Metal Max 2 Reloaded,DS,2011,Role-Playing,Unknown,0.0,0.0,0.05,0.0,0.05,,,,
12369,All Star Tennis 99,N64,1999,Sports,Ubisoft,0.04,0.01,0.0,0.0,0.05,,,,
12370,Bladestorm: Nightmare,XOne,2015,Action,Tecmo Koei,0.03,0.02,0.0,0.0,0.05,48.0,7.1,Omega Force,T
12371,Dual Heroes,N64,1997,Fighting,Hudson Soft,0.04,0.01,0.0,0.0,0.05,,,,
12372,Fighter Destiny 2,N64,1999,Fighting,Imagineer,0.04,0.01,0.0,0.0,0.05,54.0,7.3,Opus,T
12373,Hercules: The Legendary Journeys,N64,2000,Role-Playing,Titus,0.04,0.01,0.0,0.0,0.05,55.0,,Player 1,T
12374,Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,DS,2007,Misc,Spike,0.0,0.0,0.05,0.0,0.05,,,,
12375,PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,PS2,2007,Misc,Irem Software Engineering,0.0,0.0,0.05,0.0,0.05,,,,
12376,Winning Post World,PS3,2009,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,,,,
12377,Arx Fatalis,XB,2003,Role-Playing,Mindscape,0.04,0.01,0.0,0.0,0.05,71.0,8.2,Arkane Studios,M
12378,Jewel Master: Cradle of Persia,DS,2012,Puzzle,Rising Star Games,0.0,0.04,0.0,0.01,0.05,,,Rising Star Games,E
12379,Dead in the Water,PS,1999,Action,ASC Games,0.03,0.02,0.0,0.0,0.05,,,,
12380,Winning Post 7 2013,PS3,2013,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,,,,
12381,Detective Conan: Prelude from the Past,DS,2012,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,
12382,The Mysterious Case of Dr. Jekyll and Mr. Hyde,DS,2010,Adventure,O-Games,0.02,0.02,0.0,0.0,0.05,,,,
12383,Dr. Seuss: Green Eggs and Ham,GBA,2003,Action,NewKidCo,0.04,0.01,0.0,0.0,0.05,,9.0,Handheld Games,E
12384,Atelier Rorona: Alchemist of Arland,PSV,2013,Role-Playing,Nippon Ichi Software,0.0,0.0,0.05,0.0,0.05,,,,
12385,Zumba Fitness Core,X360,2012,Misc,505 Games,0.0,0.05,0.0,0.0,0.05,77.0,6.7,Zoe Mode,E10+
12386,Guilty Gear Dust Strikers,DS,2006,Fighting,Majesco Entertainment,0.05,0.0,0.0,0.0,0.05,60.0,5.8,Arc System Works,T
12387,Sesame Street: Cookie's Counting Carnival,PC,2010,Misc,Warner Bros. Interactive Entertainment,0.05,0.0,0.0,0.0,0.05,,,Black Lantern Studios,EC
12388,Dark Summit,GC,2002,Sports,THQ,0.04,0.01,0.0,0.0,0.05,68.0,4.5,Radical Entertainment,T
12389,Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,DS,2010,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,
12390,Orcs & Elves,DS,2007,Role-Playing,Electronic Arts,0.05,0.0,0.0,0.0,0.05,,,,
12391,Turbo Turtle Adventure,GBA,2002,Puzzle,Majesco Entertainment,0.04,0.01,0.0,0.0,0.05,70.0,,Iridon Interactive AB,E
12392,Sengoku Basara 4: Sumeragi,PS4,2015,Action,Capcom,0.0,0.0,0.05,0.0,0.05,,,,
12393,Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,PSP,2006,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,
12394,Corpse Party: Blood Covered - Repeated Fear,PSP,2010,Adventure,5pb,0.0,0.0,0.05,0.0,0.05,,,,
12395,Kart Racer,Wii,2009,Racing,Nordic Games,0.03,0.01,0.0,0.0,0.05,,,Nordic Games Publishing,E
12396,TrackMania Turbo: Build to Race,DS,2010,Racing,Ubisoft,0.02,0.02,0.0,0.0,0.05,,,,
12397,Chronicles of the Sword,PS,1996,Adventure,Psygnosis,0.03,0.02,0.0,0.0,0.05,,,,
12398,The Lost Vikings,GBA,2003,Puzzle,Activision,0.04,0.01,0.0,0.0,0.05,75.0,9.1,Mass Media,E
12399,Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,3DS,2015,Action,Alchemist,0.0,0.0,0.05,0.0,0.05,,,,
12400,Star Wars: Republic Commando,PC,2005,Shooter,LucasArts,0.0,0.04,0.0,0.01,0.05,78.0,8.7,LucasArts,T
12401,Harukanaru Toki no Naka de 3,PS2,2004,Adventure,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,,,,
12402,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC,2005,Platform,Global Star,0.04,0.01,0.0,0.0,0.05,58.0,,High Voltage Software,E10+
12403,Operation Flashpoint: Dragon Rising,PC,2009,Shooter,Codemasters,0.01,0.03,0.0,0.01,0.05,76.0,4.9,Codemasters,M
12404,Reel Fishing: The Great Outdoors,PSP,2006,Sports,Natsume,0.05,0.0,0.0,0.0,0.05,,,Natsume,E
12405,Guild 01,3DS,2012,Action,Level 5,0.0,0.0,0.05,0.0,0.05,,,,
12406,Ride,PS3,2015,Racing,Milestone S.r.l.,0.0,0.03,0.01,0.01,0.05,,4.8,Milestone S.r.l,
12407,Tour de France 2011,X360,N/A,Racing,Focus Home Interactive,0.0,0.04,0.0,0.01,0.05,46.0,7.6,Cyanide,
12408,Sherlock Holmes: Crimes & Punishments,PC,2014,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.0,0.05,,,,
12409,Durarara!! 3-way Standoff,PSP,2010,Adventure,ASCII Media Works,0.0,0.0,0.05,0.0,0.05,,,,
12410,Ty the Tasmanian Tiger 3: Night of the Quinkan,GBA,2005,Action,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.05,73.0,,Krome Studios,E10+
12411,Tokimeki Memorial Girl's Side 2nd Kiss,PS2,2006,Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,,,
12412,Fushigi no Dungeon: Fuurai no Shiren 3 Portable,PSP,2010,Role-Playing,Spike,0.0,0.0,0.05,0.0,0.05,,,,
12413,Hokuto no Ken,PS2,2007,Fighting,Sega,0.0,0.0,0.05,0.0,0.05,,,,
12414,Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),DS,2006,Misc,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,,,
12415,Stretch Panic,PS2,2001,Platform,Midas Interactive Entertainment,0.02,0.02,0.0,0.01,0.05,,,,
12416,Microsoft Flight Simulator X Acceleration Expansion Pack,PC,2007,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05,,,,
12417,Secret Files: Tunguska,DS,2008,Adventure,Deep Silver,0.04,0.01,0.0,0.0,0.05,,,,
12418,George of the Jungle and the Search for the Secret,DS,2008,Platform,Ignition Entertainment,0.05,0.0,0.0,0.0,0.05,,,,
12419,Hotel for Dogs,Wii,2009,Simulation,505 Games,0.04,0.0,0.0,0.0,0.05,,,505 Games,E
12420,Plants vs. Zombies,PC,2009,Strategy,PopCap Games,0.0,0.04,0.0,0.01,0.05,87.0,8.9,PopCap,E10+
12421,Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3DS,2013,Role-Playing,Square Enix,0.0,0.0,0.05,0.0,0.05,,,,
12422,Blazing Souls: Accelate,PSP,2009,Role-Playing,Idea Factory,0.04,0.0,0.01,0.0,0.05,,7.8,Neverland Idea Factory,T
12423,F1 2015,PC,2015,Racing,Codemasters,0.0,0.05,0.0,0.0,0.05,61.0,3.6,Codemasters,E
12424,SD Gundam: Over Galaxian,PS,1996,Shooter,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,
12425,Rogue Ops,GC,2003,Action,Kemco,0.04,0.01,0.0,0.0,0.05,65.0,,Bits Studios,M
12426,Smart Kid's Party Fun Pak,DS,2008,Misc,UFO Interactive,0.05,0.0,0.0,0.0,0.05,,,,
12427,PQ2: Practical Intelligence Quotient,PSP,2006,Puzzle,D3Publisher,0.04,0.0,0.0,0.0,0.05,74.0,7.8,Now Production,E
12428,Adventure Time: Finn & Jake Investigations,WiiU,2015,Action,Little Orbit,0.02,0.02,0.0,0.0,0.05,,,,
12429,Dream Salon,Wii,2009,Misc,Zoo Games,0.05,0.0,0.0,0.0,0.05,,,Zoo Games,E
12430,BeatMania IIDX 3rd Style,PS2,2000,Simulation,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,,,
12431,Payday 2,PC,2013,Shooter,505 Games,0.04,0.0,0.0,0.01,0.05,79.0,3.4,Overkill Software,M
12432,Hummer Badlands,PS2,2006,Racing,Global Star,0.02,0.02,0.0,0.01,0.05,48.0,,Eutechnyx,E
12433,Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001,Platform,DreamCatcher Interactive,0.02,0.02,0.0,0.01,0.05,64.0,7.4,EKO Software,E
12434,Natural Doctrine,PS3,2014,Role-Playing,Nippon Ichi Software,0.03,0.01,0.01,0.01,0.05,,8.1,Kadokawa,M
12435,Lupin III: Lupin ni wa Shi o Zenigata ni wa Koi o,PS2,2007,Adventure,505 Games,0.0,0.0,0.05,0.0,0.05,,,,
12436,Furu Furu Park,Wii,2007,Misc,Taito,0.05,0.0,0.0,0.0,0.05,43.0,4.8,Taito Corporation 505 Games,E10+
12437,DiRT 2,PC,2009,Racing,Codemasters,0.0,0.04,0.0,0.01,0.05,89.0,8.2,Codemasters,T
12438,Alter Echo,XB,2003,Shooter,THQ,0.04,0.01,0.0,0.0,0.05,62.0,,Outrage Games,T
12439,Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,DS,2008,Misc,Benesse,0.0,0.0,0.05,0.0,0.05,,,,
12440,BeatMania IIDX 4th Style: New Songs Collection,PS2,2001,Simulation,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,,,
12441,G1 Grand Prix,3DS,2012,Action,Genki,0.0,0.0,0.05,0.0,0.05,,,,
12442,Kamen Rider: Battride War Genesis,PSV,2016,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,
12443,Impossible Mission,PSP,2007,Platform,System 3 Arcade Software,0.0,0.04,0.0,0.01,0.05,,,,
12444,Around the World in 80 Days,GBA,2004,Action,Hip Interactive,0.03,0.01,0.0,0.0,0.05,40.0,,Saffire,E
12445,Fishdom,DS,2011,Puzzle,Atari,0.05,0.0,0.0,0.0,0.05,,,Playrix Entertainment,E
12446,Houkago Shounen,DS,2008,Misc,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,,,
12447,Classic Dungeon X2,PSP,2011,Role-Playing,Nippon Ichi Software,0.0,0.0,0.05,0.0,0.05,,,,
12448,Whirl Tour,GC,2002,Sports,Vivendi Games,0.04,0.01,0.0,0.0,0.05,61.0,9.0,Papaya Studios,E
12449,Pinball Tycoon,GBA,2002,Misc,Ignition Entertainment,0.03,0.01,0.0,0.0,0.05,,,Ignition Entertainment,E
12450,Major League Baseball 2K11,PS2,2011,Sports,Take-Two Interactive,0.02,0.02,0.0,0.01,0.05,,,Visual Concepts,E
12451,Cartoon Network Block Party,GBA,2004,Misc,Majesco Entertainment,0.03,0.01,0.0,0.0,0.05,52.0,,One Man Band,E
12452,Wasteland 2,XOne,2015,Role-Playing,Deep Silver,0.04,0.01,0.0,0.0,0.05,77.0,7.1,InXile Entertainment,M
12453,Power Spike Pro Beach Volleyball,PS,2000,Sports,Infogrames,0.03,0.02,0.0,0.0,0.05,48.0,,Carapace,E
12454,White Album: Tsuzurareru Fuyu no Omoide,PS3,2010,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05,,,,
12455,Harukanaru Toki no Naka de: Yumenoukihashi,DS,2008,Adventure,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,,,,
12456,Game of Thrones (Telltale),PS4,2015,Adventure,Telltale Games,0.04,0.0,0.0,0.01,0.05,,,,
12457,Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,PS,1998,Misc,Gainax Network Systems,0.0,0.0,0.05,0.0,0.05,,,,
12458,SD Gundam: Scad Hammers,Wii,2006,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,
12459,Spitfire Heroes: Tales of the Royal Air Force,DS,2008,Simulation,Destineer,0.05,0.0,0.0,0.0,0.05,49.0,,Big John Games,E10+
12460,Super Bust-A-Move,GBA,2001,Puzzle,Ubisoft,0.03,0.01,0.0,0.0,0.05,,,,
12461,Sword Art Online: Game Director's Edition,PS4,2015,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,
12462,Legend of Kay,WiiU,2015,Action,Nordic Games,0.03,0.02,0.0,0.0,0.05,,,,
12463,ZooCube,GBA,2002,Puzzle,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.05,,,,
12464,Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,PSV,2015,Action,Aksys Games,0.01,0.0,0.04,0.0,0.05,,,,
12465,Stunt GP,PS2,2001,Racing,Titus,0.02,0.02,0.0,0.01,0.05,,,,
12466,D.Gray-man: Kami no Shitotachi,DS,2007,Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,,,
12467,NBA 2K,DC,1999,Sports,Sega,0.0,0.0,0.05,0.0,0.05,,,,
12468,World Series of Poker,GC,2005,Misc,Activision Value,0.04,0.01,0.0,0.0,0.05,,,,
12469,J-League Winning Eleven 2010: Club Championship,PS2,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,,,
12470,Johnny Bazookatone,PS,1995,Platform,U.S. Gold,0.03,0.02,0.0,0.0,0.05,,,,
12471,Saints Row: Gat out of Hell,PS4,2015,Action,Deep Silver,0.0,0.04,0.0,0.01,0.05,64.0,5.7,Volition Inc.,M
12472,Reign of Fire,GBA,2002,Shooter,BAM! Entertainment,0.03,0.01,0.0,0.0,0.05,61.0,,Crawfish Interactive,T
12473,Koihime Musou,PS2,2008,Adventure,Yeti,0.0,0.0,0.05,0.0,0.05,,,,
12474,Nicktoons: Attack of the Toybots,DS,2007,Platform,THQ,0.04,0.0,0.0,0.0,0.05,54.0,,Natsume,E
12475,Ms Saga: A New Dawn,PS2,2005,Role-Playing,Namco Bandai Games,0.02,0.02,0.0,0.01,0.05,65.0,8.6,Bandai,E10+
12476,Cartoon Network Racing,DS,2006,Action,Game Factory,0.04,0.0,0.0,0.0,0.05,55.0,,Firebrand Games,E
12477,Finny the Fish & the Seven Waters,PS2,2004,Sports,Sony Computer Entertainment,0.02,0.02,0.0,0.01,0.05,,,,
12478,Barnyard,GBA,2006,Action,THQ,0.03,0.01,0.0,0.0,0.05,56.0,,Halfbrick Studios,E
12479,The Grim Adventures of Billy & Mandy,Wii,2006,Action,Midway Games,0.04,0.0,0.0,0.0,0.05,,,,
12480,Next Generation of Chaos,PS2,2002,Role-Playing,Idea Factory,0.0,0.0,0.05,0.0,0.05,,,,
12481,Child of Light,PS4,2014,Role-Playing,Ubisoft,0.0,0.01,0.04,0.0,0.05,82.0,8.0,Ubisoft Montreal,E10+
12482,Singularity,PC,2010,Shooter,Mastertronic,0.0,0.04,0.0,0.01,0.05,76.0,7.7,Raven Software,M
12483,Grand Ages: Medieval,PC,2015,Strategy,Kalypso Media,0.0,0.05,0.0,0.0,0.05,63.0,5.4,Gaming Minds Studios,T
12484,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS,2008,Misc,Takara Tomy,0.0,0.0,0.05,0.0,0.05,,,,
12485,GrimGrimoire,PS2,2007,Strategy,Tecmo Koei,0.01,0.01,0.03,0.0,0.05,79.0,7.9,Vanilla Ware,E10+
12486,Rock of the Dead,PS3,2010,Shooter,Conspiracy Entertainment,0.04,0.0,0.0,0.01,0.05,45.0,,Epicenter Studios,T
12487,TNA iMPACT: Cross the Line,DS,2010,Fighting,SouthPeak Games,0.04,0.0,0.0,0.0,0.05,,,Point of View,T
12488,Deadliest Catch: Alaskan Storm,X360,2008,Sports,Navarre Corp,0.04,0.0,0.0,0.0,0.05,56.0,5.9,Liquid Dragon Studios,T
12489,Capcom vs. SNK: Millennium Fight 2000 Pro,DC,2001,Fighting,Capcom,0.0,0.0,0.05,0.0,0.05,,,,
12490,Crime Life: Gang Wars,XB,2005,Action,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05,30.0,3.4,Hothouse Creations,M
12491,Tokimeki Memorial: Girls Side 1st Love,DS,2007,Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,,,
12492,Rugby 2005,XB,2005,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,75.0,7.7,HB Studios Multimedia,E
12493,Taito Legends,XB,2005,Misc,Empire Interactive,0.04,0.01,0.0,0.0,0.05,74.0,,Empire Oxford,T
12494,Rock 'N Roll Racing,GBA,2003,Racing,Activision,0.03,0.01,0.0,0.0,0.05,80.0,9.4,Mass Media,E
12495,Reader Rabbit 2nd Grade,Wii,N/A,Misc,Unknown,0.04,0.0,0.0,0.0,0.05,,,Graffiti Entertainment,E
12496,Silhouette Mirage,PS,1998,Platform,ESP,0.03,0.02,0.0,0.0,0.05,69.0,7.5,Treasure,E
