id,name,platform,year_of_Release,genre,publisher,na_Sales,eu_Sales,jp_Sales,other_Sales,global_Sales,critic_Score,user_Score,developer,rating
12497,Dynasty Warriors Vol. 2,PSP,2006,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.05,57.0,8.1,Omega Force,T
12498,Utawarerumono: Futari no Hakuoro,PS4,2016,Misc,Aqua Plus,0.0,0.0,0.05,0.0,0.05,,,,
12499,Treasure Report: Kikai Jikake no Isan,DS,2011,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,
12500,Warhammer 40000: Dawn of War,PC,2004,Strategy,THQ,0.01,0.03,0.0,0.01,0.05,86.0,8.8,Relic,M
12501,Growlanser VI: Precarious World,PS2,2007,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05,,,,
12502,American Bass Challenge,GBA,2001,Sports,Starfish,0.03,0.01,0.0,0.0,0.05,69.0,,Starfish,E
12503,American Chopper 2: Full Throttle,GC,2005,Racing,Activision,0.04,0.01,0.0,0.0,0.05,54.0,,Creat Studios,T
12504,Mighty No. 9,PS4,2016,Platform,Deep Silver,0.04,0.0,0.0,0.01,0.05,52.0,3.5,Inti Creates,E10+
12505,Ultimate Ghosts 'n Goblins (JP sales),PSP,2006,Platform,Capcom,0.0,0.0,0.05,0.0,0.05,,,,
12506,Rugby 06,PS2,2006,Sports,Electronic Arts,0.02,0.02,0.0,0.01,0.05,70.0,7.8,EA Canada,E
12507,DriveClub VR,PS4,2016,Racing,Sony Computer Entertainment,0.02,0.02,0.0,0.01,0.05,67.0,5.7,Evolution Studios,E
12508,Freelancer,PC,2003,Simulation,Microsoft Game Studios,0.02,0.02,0.0,0.01,0.05,85.0,9.0,Digital Anvil,T
12509,Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004,Action,Microsoft Game Studios,0.04,0.01,0.0,0.0,0.05,84.0,8.3,Tecmo,M
12510,2002 FIFA World Cup,GC,2002,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,78.0,7.7,EA Sports,E
12511,LEGO Indiana Jones 2: The Adventure Continues,PC,2009,Action,Activision,0.02,0.03,0.0,0.01,0.05,66.0,8.0,Traveller's Tales,E10+
12512,The Lord of the Rings: The Battle for Middle-Earth II,X360,2006,Strategy,Electronic Arts,0.0,0.04,0.0,0.0,0.05,79.0,7.5,EA LA,T
12513,Colin McRae Rally 2005,XB,2004,Racing,Codemasters,0.04,0.01,0.0,0.0,0.05,83.0,7.5,Codemasters,E
12514,R.B.I. Baseball 2016,XOne,2016,Sports,MLB.com,0.04,0.0,0.0,0.01,0.05,,,,
12515,Venus & Braves: Majo to Megami to Horobi no Yogen,PSP,2011,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,
12516,LEGO The Hobbit,PC,2014,Action,Warner Bros. Interactive Entertainment,0.0,0.05,0.0,0.0,0.05,68.0,,TT Games,E10+
12517,Need for Speed Carbon,PC,2006,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05,78.0,7.2,Black Box,E10+
12518,Zoop,PS,1995,Puzzle,MediaQuest,0.03,0.02,0.0,0.0,0.05,,,,
12519,Saiyuki: Journey West,PS,1999,Strategy,Tecmo Koei,0.03,0.02,0.0,0.0,0.05,73.0,7.1,Koei,E
12520,Powerful Golf,DS,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,,,
12521,Rock Band Country Track Pack 2,X360,2011,Misc,MTV Games,0.04,0.0,0.0,0.0,0.05,,,Electronic Arts,E10+
12522,Detective Conan: Marionette Symphony,3DS,2013,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,
12523,Amnesia Crowd,PSP,2013,Misc,Idea Factory,0.0,0.0,0.05,0.0,0.05,,,,
12524,American Chopper 2: Full Throttle,XB,2005,Racing,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.05,,,Creat Studios,T
12525,Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,PS2,2008,Misc,Hackberry,0.0,0.0,0.05,0.0,0.05,,,,
12526,Monster Hunter Frontier Online,PS3,N/A,Role-Playing,N/A,0.0,0.0,0.05,0.0,0.05,,,,
12527,VR Soccer '96,PS,1996,Sports,Gremlin Interactive Ltd,0.03,0.02,0.0,0.0,0.05,,,,
12528,Ribbit King,GC,2003,Sports,Atari,0.04,0.01,0.0,0.0,0.05,60.0,,Bandai,E
12529,Diabolik Lovers,PSP,2012,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05,,,,
12530,Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,DS,2008,Action,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,,,
12531,MTX Mototrax,PSP,2006,Racing,Activision,0.04,0.0,0.0,0.0,0.05,67.0,,Left Field Productions,E
12532,SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,2013,Shooter,Activision,0.0,0.04,0.0,0.0,0.05,,6.2,Behaviour Interactive,E10+
12533,Summoner: A Goddess Reborn,GC,2003,Role-Playing,THQ,0.04,0.01,0.0,0.0,0.05,72.0,,Cranky Pants Games,T
12534,Pirates vs Ninja Dodgeball,Wii,2009,Sports,SouthPeak Games,0.04,0.0,0.0,0.0,0.05,,,,
12535,Secret Service,X360,2008,Action,Activision Value,0.04,0.0,0.0,0.0,0.05,,,,
12536,Mega Minis Volume 3,PSP,2011,Misc,Sony Computer Entertainment,0.0,0.04,0.0,0.01,0.05,,,,
12537,DuckTales: Remastered,PS3,2013,Action,Capcom,0.01,0.03,0.0,0.01,0.05,,,,
12538,Yu-Gi-Oh! World Championship 2007,DS,2007,Strategy,Konami Digital Entertainment,0.0,0.01,0.04,0.0,0.05,,,,
12539,E.X. Troopers,PS3,2012,Shooter,Capcom,0.0,0.0,0.05,0.0,0.05,,,,
12540,Plants vs. Zombies: Garden Warfare 2,PC,2016,Shooter,Electronic Arts,0.0,0.04,0.0,0.0,0.05,82.0,7.5,PopCap,E10+
12541,Worms Reloaded,PC,2010,Strategy,Team17 Software,0.0,0.04,0.0,0.01,0.05,79.0,6.8,Team 17,E10+
12542,Kiniro no Corda 2 Encore,PS2,2007,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,,,,
12543,M&M's Adventure,DS,2008,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.05,,,,
12544,Empire Earth,PC,2001,Strategy,Vivendi Games,0.0,0.04,0.0,0.01,0.05,81.0,8.2,Stainless Steel Studios,T
12545,ESPN Great Outdoor Games Bass 2002,GBA,2001,Sports,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.05,57.0,,KCEO,E
12546,Soul Eater: Plot of Medusa,DS,2008,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,
12547,Utawarerumono: Itsuwari no Kamen,PS3,2015,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05,,,,
12548,Gaist Crusher,3DS,2013,Action,Capcom,0.0,0.0,0.05,0.0,0.05,,,,
12549,Assassin's Creed Chronicles,PSV,2016,Action,Ubisoft,0.0,0.02,0.01,0.01,0.05,70.0,8.1,Climax Studios,T
12550,StarCraft,PC,1998,Strategy,Activision,0.0,0.04,0.0,0.01,0.05,88.0,9.1,Blizzard Entertainment,T
12551,World Championship Pool 2004,PS2,2004,Sports,Jaleco,0.02,0.02,0.0,0.01,0.05,60.0,6.7,Blade Interactive,E
12552,Punch King,GBA,2002,Fighting,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.05,58.0,,Full-Fat,E
12553,V-Rally 3,GBA,2002,Racing,Atari,0.03,0.01,0.0,0.0,0.05,82.0,,Velez & Dubail,E
12554,B-Boy,PSP,2006,Misc,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.05,50.0,7.8,FreeStyleGames,T
12555,Kakuto Chojin,XB,2002,Fighting,Microsoft Game Studios,0.04,0.01,0.0,0.0,0.05,46.0,7.2,DreamFactory,T
12556,Robotech: Invasion,XB,2004,Shooter,Global Star,0.04,0.01,0.0,0.0,0.05,59.0,,Vicious Cycle,T
12557,Wii de Asobu Chibi-Robo!,Wii,2009,Adventure,Nintendo,0.0,0.0,0.05,0.0,0.05,,,,
12558,Jewel Quest Mysteries,DS,2009,Puzzle,Astragon,0.03,0.01,0.0,0.0,0.05,,,Activision,E
12559,Romance of the Three Kingdoms VI: Awakening of the Dragon,PS,1998,Strategy,Tecmo Koei,0.03,0.02,0.0,0.0,0.05,,,,
12560,To Heart 2 DX Plus,PS3,2011,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05,,,,
12561,Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,PSP,2011,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,
12562,Frogger: Ancient Shadow,GC,2005,Platform,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05,54.0,,Hudson Soft,E
12563,Naruto: Uzumaki Chronicles 2 (JP sales),PS2,2006,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,
12564,Snoopy vs the Red Baron,PSP,2006,Adventure,Namco Bandai Games,0.04,0.0,0.0,0.0,0.05,76.0,7.8,Smart Bomb Interactive,E10+
12565,Rain (2013),PS3,2013,Adventure,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05,,,,
12566,Moon,DS,2009,Adventure,Mastiff,0.04,0.0,0.0,0.0,0.05,71.0,7.4,Renegade Kid,T
12567,One Piece: Burning Blood,XOne,2016,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.05,60.0,5.8,Spike Chunsoft,T
12568,Pet Vet: Down Under,DS,2009,Simulation,Deep Silver,0.04,0.0,0.0,0.0,0.05,,,Braingame,E
12569,Need for Speed Underground,PC,2003,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05,82.0,8.3,Black Box,E
12570,Raze's Hell,XB,2005,Shooter,Majesco Entertainment,0.04,0.01,0.0,0.0,0.05,71.0,8.1,Artech Studios,M
12571,Dead Island Definitive Collection,XOne,2016,Action,Deep Silver,0.02,0.02,0.0,0.0,0.05,67.0,4.9,Techland,M
12572,Shin Megami Tensei NINE,XB,2002,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05,,,,
12573,Gem Smashers,Wii,2011,Platform,Crave Entertainment,0.04,0.0,0.0,0.0,0.05,,,Frame Studios Interactive,E
12574,Magic Carpet,PS,1995,Shooter,Electronic Arts,0.03,0.02,0.0,0.0,0.05,,,,
12575,Adventure Time: Explore the Dungeon Because I Don't Know!,PS3,2013,Action,D3Publisher,0.02,0.01,0.0,0.01,0.05,,,,
12576,Hoshigami: Ruining Blue Earth,PS,2001,Role-Playing,Max Five,0.03,0.02,0.0,0.0,0.05,62.0,8.7,Max Five,E
12577,Virtua Tennis 3,PSP,2007,Sports,Sega,0.02,0.02,0.0,0.01,0.05,79.0,7.7,Sumo Digital,E
12578,GunPey DS,DS,2006,Puzzle,Atari,0.04,0.0,0.0,0.0,0.05,70.0,,Q Entertainment,E
12579,Cabela's African Safari,PSP,2006,Sports,Activision Value,0.04,0.0,0.0,0.0,0.05,,,FUN Labs,T
12580,Test Drive: Ferrari Legends,X360,2012,Racing,Atari,0.04,0.0,0.0,0.0,0.05,,,,
12581,Far Cry,PC,2004,Shooter,Ubisoft,0.0,0.04,0.0,0.01,0.05,89.0,8.0,Crytek,M
12582,Sushi Go-Round,Wii,2010,Simulation,Asylum Entertainment,0.04,0.0,0.0,0.0,0.05,,,SouthPeak Games,E
12583,NightCaster II: Equinox,XB,2002,Action,Jaleco,0.03,0.01,0.0,0.0,0.05,46.0,7.0,Jaleco Entertainment,T
12584,Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,DS,2008,Role-Playing,Square Enix,0.0,0.0,0.05,0.0,0.05,,,,
12585,SD Gundam G Generation World,Wii,2011,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,
12586,Winter Sports 2011,PS3,2011,Sports,DTP Entertainment,0.0,0.04,0.0,0.01,0.05,,,DTP Entertainment,
12587,Time Crisis: Project Titan,PS,2001,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.0,0.05,71.0,6.7,Flying Tiger Development,T
12588,Crusader: No Remorse,PS,1996,Adventure,Electronic Arts,0.03,0.02,0.0,0.0,0.05,,,,
12589,Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,DS,2011,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,
12590,Billy the Wizard: Rocket Broomstick Racing,Wii,2007,Racing,Metro 3D,0.04,0.0,0.0,0.0,0.05,,0.3,Data Design Interactive,E
12591,Ys: The Ark of Napishtim,PSP,2006,Role-Playing,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.05,64.0,7.3,Konami Software Shanghai,E10+
12592,Black & Bruised,GC,2003,Fighting,Vivendi Games,0.04,0.01,0.0,0.0,0.05,,,,
12593,Shin Hayarigami,PSV,2014,Adventure,Nippon Ichi Software,0.0,0.0,0.05,0.0,0.05,,,,
12594,Winter Sports 3: The Great Tournament,Wii,2010,Sports,Tradewest,0.02,0.02,0.0,0.0,0.05,,,,
12595,Ship Simulator Extremes,PC,2010,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05,,,,
12596,World Series of Poker: Tournament of Champions 2007 Edition,Wii,2006,Misc,Activision,0.04,0.0,0.0,0.0,0.05,,,,
12597,Tom Clancy's Rainbow Six: Lockdown,GC,2005,Shooter,Ubisoft,0.04,0.01,0.0,0.0,0.05,72.0,7.8,Red Storm Entertainment Ubisoft Montreal,M
12598,Full Spectrum Warrior: Ten Hammers,XB,2006,Strategy,THQ,0.03,0.01,0.0,0.0,0.05,69.0,,Pandemic Studios,M
12599,FIFA Soccer 10,PC,2009,Sports,Electronic Arts,0.0,0.04,0.0,0.01,0.05,72.0,3.8,EA Sports,E
12600,Tokyo Ghoul: Jail,PSV,2015,Racing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,
12601,Puyo Puyo Tetris,PSV,2014,Puzzle,Sega,0.0,0.0,0.05,0.0,0.05,,,,
12602,Turok: Dinosaur Hunter,N64,1997,Shooter,Acclaim Entertainment,0.0,0.0,0.05,0.0,0.05,85.0,8.1,Iguana Entertainment,M
12603,MiniCopter: Adventure Flight,Wii,2007,Simulation,505 Games,0.04,0.0,0.0,0.0,0.05,,,Sonic Powered,E
12604,Balloon Pop,Wii,2007,Puzzle,505 Games,0.04,0.0,0.0,0.0,0.05,,,UFO Interactive,E
12605,Gitaroo Man,PS2,2001,Misc,THQ,0.02,0.02,0.0,0.01,0.05,82.0,8.7,Koei/Inis,E
12606,FIFA Manager 12,PC,2011,Sports,Electronic Arts,0.0,0.03,0.0,0.01,0.05,72.0,3.9,Bright Future GmbH,E
12607,Taiko no Tatsujin Portable 2,PSP,2006,Misc,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,
12608,Super Bubble Pop,GC,2003,Puzzle,Jaleco,0.04,0.01,0.0,0.0,0.05,54.0,,Runecraft,E
12609,The Sims,PC,2000,Simulation,Electronic Arts,0.01,0.03,0.0,0.0,0.05,92.0,7.9,Maxis,T
12610,Song of the Deep,XOne,2016,Action,Insomniac Games,0.04,0.0,0.0,0.0,0.05,66.0,6.7,Insomniac Games,E
12611,Apassionata: Die Galanacht der Pferde,DS,2009,Simulation,RTL,0.0,0.04,0.0,0.01,0.05,,,,
12612,Battleship / Connect Four / Sorry! / Trouble,DS,2006,Puzzle,Destination Software Inc,0.04,0.0,0.0,0.0,0.05,,,,
12613,Time Travelers,PSV,2012,Adventure,Level 5,0.0,0.0,0.05,0.0,0.05,,,,
12614,Arslan: The Warriors of Legend,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,,,Omega Force,T
12615,Amnesia Later,PSP,2012,Misc,Idea Factory,0.0,0.0,0.05,0.0,0.05,,,,
12616,World Championship Poker: Featuring Howard Lederer - All In,X360,2006,Misc,Oxygen Interactive,0.04,0.0,0.0,0.0,0.05,,,,
12617,SpongeBob SquarePants: Plankton's Robotic Revenge,X360,2013,Shooter,Activision,0.04,0.0,0.0,0.0,0.05,,6.1,Behaviour Interactive,E10+
12618,Crazy Chicken: Atlantis Quest,DS,2007,Platform,Phenomedia,0.04,0.0,0.0,0.0,0.05,,,,
12619,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PSV,2011,Adventure,ChunSoft,0.0,0.0,0.05,0.0,0.05,,,,
12620,Intellivision Lives!,XB,2004,Misc,Crave Entertainment,0.03,0.01,0.0,0.0,0.05,,,,
12621,Test Drive Le Mans,PS,1999,Racing,Infogrames,0.03,0.02,0.0,0.0,0.05,,,,
12622,Counter Force,Wii,2007,Shooter,505 Games,0.04,0.0,0.0,0.0,0.05,,,,
12623,Centipede: Infestation,3DS,2011,Shooter,Atari,0.04,0.0,0.0,0.0,0.05,,,,
12624,Cabela's Trophy Bucks,X360,2007,Sports,Activision Value,0.04,0.0,0.0,0.0,0.05,,,,
12625,Yoru no Nai Kuni,PS3,2015,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,,,,
12626,Yaiba: Ninja Gaiden Z,X360,2014,Action,Tecmo Koei,0.03,0.01,0.0,0.0,0.05,,,,
12627,Rock of the Dead,X360,2010,Shooter,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.05,,,,
12628,Monster Jam: Maximum Destruction,GC,2002,Racing,Ubisoft,0.04,0.01,0.0,0.0,0.05,,,,
12629,Big Air Freestyle,GC,2002,Racing,Atari,0.04,0.01,0.0,0.0,0.05,,,,
12630,To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,2014,Action,FuRyu,0.0,0.0,0.05,0.0,0.05,,,,
12631,Rimo-Cocoron,PS2,2001,Action,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05,,,,
12632,Mike Tyson Heavyweight Boxing,XB,2002,Sports,Codemasters,0.03,0.01,0.0,0.0,0.05,,,,
12633,The Berenstain Bears and the Spooky Old Tree,GBA,2005,Platform,Namco Bandai Games,0.03,0.01,0.0,0.0,0.05,,,,
12634,Rapala Fishing Frenzy 2009,X360,2008,Sports,Activision,0.04,0.0,0.0,0.0,0.05,,,,
12635,Hakuouki: Bakumatsu Musou Roku,PSP,2012,Action,Idea Factory,0.0,0.0,0.05,0.0,0.05,,,,
12636,Hero Bank 2,3DS,2014,Role-Playing,Sega,0.0,0.0,0.05,0.0,0.05,,,,
12637,Pool Party,Wii,2007,Sports,SouthPeak Games,0.04,0.0,0.0,0.0,0.05,32.0,0.7,SouthPeak Games,E
12638,Hiiro no Kakera DS,DS,2008,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05,,,,
12639,Arcana Famiglia: La storia della Aracana Famiglia,PSP,2011,Adventure,Comfort,0.0,0.0,0.05,0.0,0.05,,,,
12640,The Lost Treasures of Alexandria,DS,2011,Puzzle,Unknown,0.0,0.04,0.0,0.01,0.05,,,,
12641,Code Lyoko,DS,2007,Action,Game Factory,0.03,0.01,0.0,0.0,0.05,63.0,6.8,DC Studios,E10+
12642,Jonah Lomu Rugby Challenge,PC,2011,Sports,Home Entertainment Suppliers,0.0,0.04,0.0,0.01,0.05,,,,
12643,Wonder World Amusement Park,Wii,2008,Misc,Majesco Entertainment,0.04,0.0,0.0,0.0,0.05,37.0,4.5,Coyote Console,E
12644,The Misadventures of Tron Bonne,PS,1999,Adventure,Eidos Interactive,0.03,0.02,0.0,0.0,0.05,,,,
12645,Company of Heroes,PC,2006,Strategy,THQ,0.0,0.04,0.0,0.01,0.05,93.0,8.8,Relic,M
12646,Atelier Ayesha: The Alchemist of Dusk,PSV,2014,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,,,,
12647,Brave Story: New Traveller (jp sales),PSP,2006,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05,,,,
12648,Wing Island,Wii,2006,Simulation,Konami Digital Entertainment,0.03,0.01,0.01,0.0,0.05,47.0,4.9,CAProduction,E
12649,Black Jack vs. Matsudajun,PS,2000,Misc,Pony Canyon,0.03,0.02,0.0,0.0,0.05,,,,
12650,Clever Kids: Creepy Crawlies,DS,2009,Action,Midas Interactive Entertainment,0.0,0.04,0.0,0.0,0.05,,,,
12651,Wrath Unleashed,XB,2004,Strategy,LucasArts,0.03,0.01,0.0,0.0,0.05,69.0,7.0,Double Helix Games,T
12652,Silent Hunter: Wolves of the Pacific,PC,2007,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05,79.0,6.9,Ubisoft Romania,T
12653,March of the Penguins,DS,2006,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.05,34.0,1.7,SkyRiver Studios,E
12654,Professor Heinz Wolff's Gravity,DS,2008,Puzzle,Deep Silver,0.04,0.0,0.0,0.0,0.05,53.0,,Deep Silver,E
12655,Lips: Deutsche Partyknaller,X360,2009,Misc,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05,,,,
12656,Boing! Docomodake DS,DS,2007,Puzzle,Ignition Entertainment,0.04,0.0,0.0,0.0,0.05,,,,
12657,Bleach: Soul Carnival,PSP,2008,Fighting,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05,,,,
12658,Skylanders Imaginators,XOne,2016,Platform,Activision,0.02,0.02,0.0,0.0,0.05,78.0,6.9,Toys for Bob,E10+
12659,Double Dragon Advance,GBA,2003,Action,Atlus,0.03,0.01,0.0,0.0,0.05,75.0,8.4,Million,T
12660,Gummy Bears Mini Golf,DS,2010,Sports,Storm City Games,0.04,0.0,0.0,0.0,0.05,,,,
12661,Sesame Street: Elmo's A-to-Zoo Adventure,PC,2010,Misc,Warner Bros. Interactive Entertainment,0.04,0.0,0.0,0.0,0.05,,,Black Lantern Studios,EC
12662,Toukiden Kiwami,PSP,2014,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,,,,
12663,Color Cross,DS,2008,Misc,Rising Star Games,0.04,0.0,0.0,0.0,0.05,72.0,,Rising Star Games,E
12664,The Bible Game,XB,2005,Misc,Crave Entertainment,0.03,0.01,0.0,0.0,0.05,60.0,2.7,Crave,E
12665,Inspector Gadget: Gadget's Crazy Maze,PS,2001,Puzzle,Ubisoft,0.03,0.02,0.0,0.0,0.05,,,,
12666,Bubble Bobble Revolution,DS,2005,Puzzle,Atari,0.04,0.0,0.0,0.0,0.05,38.0,6.2,Taito Corporation,E
12667,World Fantasista,PS2,2002,Sports,SquareSoft,0.0,0.0,0.05,0.0,0.05,,,,
12668,Yager,XB,2003,Shooter,THQ,0.03,0.01,0.0,0.0,0.05,70.0,9.3,Yager,T
12669,River City Soccer Hooligans,DS,2010,Sports,Arc System Works,0.04,0.0,0.01,0.0,0.05,,,Avit-Niigata,T
12670,Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,DS,2006,Misc,Nintendo,0.0,0.0,0.05,0.0,0.05,,,,
12671,Cocoto Kart Racer,DS,2004,Racing,Big Ben Interactive,0.04,0.0,0.0,0.0,0.05,,,Neko Entertainment,E
12672,Futurama,XB,2003,Platform,SCi,0.03,0.01,0.0,0.0,0.05,58.0,6.9,UDS,T
12673,Pool Hall Pro,Wii,2009,Sports,Playlogic Game Factory,0.04,0.0,0.0,0.0,0.05,62.0,5.3,Icon Games,E
12674,7 Days to Die,XOne,2016,Action,Telltale Games,0.02,0.02,0.0,0.0,0.05,35.0,5.3,The Fun Pimps Entertainment LLC,M
12675,Nazo Waku Yakata: Oto no Ma ni Ma ni,3DS,2011,Misc,Capcom,0.0,0.0,0.05,0.0,0.05,,,,
12676,Cesar Millan's Dog Whisperer,DS,2008,Simulation,Ubisoft,0.04,0.0,0.0,0.0,0.05,,8.6,Ubisoft,E
12677,Choro Q 64 2: Hacha Mecha Grand Prix Race,N64,1999,Racing,Takara,0.0,0.0,0.05,0.0,0.05,,,,
12678,Wolfenstein,PC,2009,Shooter,Activision,0.01,0.03,0.0,0.01,0.05,74.0,7.2,id Software Raven Software,M
12679,Activision Anthology,GBA,2003,Misc,Activision,0.03,0.01,0.0,0.0,0.05,79.0,,Aspyr,E
12680,Supreme Commander,PC,2007,Strategy,THQ,0.0,0.04,0.0,0.01,0.05,86.0,8.3,Gas Powered Games,E10+
12681,Wayne Gretzky's 3D Hockey '98,PS,1997,Sports,GT Interactive,0.03,0.02,0.0,0.0,0.05,,,,
12682,Microsoft Train Simulator,PC,2001,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05,84.0,8.4,Kuju Entertainment,E
12683,Hakuouki SSL: Sweet School Life,PSV,2014,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05,,,,
12684,Trigger Man,XB,2004,Shooter,Crave Entertainment,0.03,0.01,0.0,0.0,0.05,31.0,,Point of View,T
12685,Assassin's Creed: Altair's Chronicles,DS,2008,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.05,58.0,6.3,Gameloft,T
12686,Nora to Koku no Koubou: Kiri no Mori no Majo,DS,2011,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05,,,,
12687,Kimi ni Todoke: Tsutaeru Kimochi,DS,2011,Adventure,Banpresto,0.0,0.0,0.05,0.0,0.05,,,,
12688,Bad Boys: Miami Takedown,GC,2004,Shooter,Empire Interactive,0.03,0.01,0.0,0.0,0.05,35.0,2.0,Blitz Games,M
12689,Short Track Racing: Trading Paint,PS2,2009,Racing,THQ,0.02,0.02,0.0,0.01,0.05,,,THQ,E
12690,Fantastic Four: Rise of the Silver Surfer,Wii,2007,Action,Take-Two Interactive,0.04,0.01,0.0,0.0,0.05,39.0,5.9,7 Studios,T
12691,Mahjong 3D: Warriors of the Emperor,3DS,2011,Misc,DTP Entertainment,0.0,0.04,0.0,0.0,0.05,,,Engine Software,E
12692,Galaxy Racers,DS,2010,Racing,Ubisoft,0.04,0.0,0.0,0.0,0.05,,,KUNST-STOFF,E
12693,Rat Attack!,PS,1999,Puzzle,Mindscape,0.03,0.02,0.0,0.0,0.04,,,,
12694,Black Mirror 2,PC,2009,Adventure,DTP Entertainment,0.0,0.04,0.0,0.01,0.04,,,,
12695,Danny Phantom: Urban Jungle,DS,2006,Action,THQ,0.04,0.0,0.0,0.0,0.04,,,,
12696,Summon Night Craft Sword Monogatari: Hajimari no Ishi,GBA,2005,Role-Playing,Banpresto,0.0,0.0,0.04,0.0,0.04,,,,
12697,Sotsugyou II: Neo Generation,PS,1995,Simulation,Riverhillsoft,0.0,0.0,0.04,0.0,0.04,,,,
12698,Forza Motorsport 3: Ultimate Edition,X360,2010,Racing,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.04,,,,
12699,The King of Fighters 2002: Unlimited Match,PS2,2009,Fighting,SNK Playmore,0.0,0.0,0.04,0.0,0.04,,,,
12700,Atelier Escha & Logy: Alchemists of the Dusk Sky,PSV,2015,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,
12701,Pony Friends,DS,2007,Simulation,Eidos Interactive,0.0,0.04,0.0,0.01,0.04,67.0,6.6,Tantalus Interactive,E
12702,Art of Fighting Anthology,PS2,2006,Fighting,Crave Entertainment,0.02,0.02,0.0,0.01,0.04,60.0,7.0,SNK Playmore,T
12703,Looney Tunes: Cartoon Conductor,DS,2008,Misc,Eidos Interactive,0.04,0.0,0.0,0.0,0.04,67.0,,Amaze Entertainment,E
12704,The Tale of Despereaux,Wii,2008,Platform,Brash Entertainment,0.04,0.0,0.0,0.0,0.04,,,Brash Entertainment,E10+
12705,Rapala Trophies,PSP,2006,Sports,Activision,0.04,0.0,0.0,0.0,0.04,,,Sand Grain Studios,E
12706,Phoenix Wright: Revived Turnabout,DS,2008,Misc,Capcom,0.0,0.0,0.04,0.0,0.04,,,,
